fonte: 5, destino: 10260, peso: 1
fonte: 869, destino: 14886, peso: 1
fonte: 872, destino: 9477, peso: 1
fonte: 890, destino: 19624, peso: 1
fonte: 922, destino: 17509, peso: 1
fonte: 971, destino: 8035, peso: 1
fonte: 980, destino: 15676, peso: 1
fonte: 998, destino: 7658, peso: 1
fonte: 1009, destino: 2972, peso: 1
fonte: 1009, destino: 6544, peso: 1
fonte: 1036, destino: 216, peso: 1
fonte: 1044, destino: 12536, peso: 1
fonte: 1045, destino: 488, peso: 1
fonte: 1047, destino: 55, peso: 1
fonte: 1061, destino: 6071, peso: 1
fonte: 1072, destino: 2179, peso: 1
fonte: 1079, destino: 7519, peso: 1
fonte: 1089, destino: 7859, peso: 1
fonte: 1095, destino: 14177, peso: 1
fonte: 1104, destino: 4786, peso: 1
fonte: 1121, destino: 12452, peso: 1
fonte: 1134, destino: 11353, peso: 1
fonte: 1157, destino: 9858, peso: 1
fonte: 1163, destino: 4639, peso: 1
fonte: 1169, destino: 1357, peso: 1
fonte: 1185, destino: 6385, peso: 1
fonte: 1207, destino: 13087, peso: 1
fonte: 1226, destino: 18472, peso: 1
fonte: 1275, destino: 4738, peso: 1
fonte: 1278, destino: 13680, peso: 1
fonte: 1299, destino: 7531, peso: 1
fonte: 1300, destino: 6668, peso: 1
fonte: 1324, destino: 4592, peso: 1
fonte: 1332, destino: 16995, peso: 1
fonte: 1387, destino: 5557, peso: 1
fonte: 1400, destino: 14014, peso: 1
fonte: 1400, destino: 14194, peso: 1
fonte: 1401, destino: 1554, peso: 1
fonte: 1436, destino: 5261, peso: 1
fonte: 1476, destino: 5834, peso: 1
fonte: 1494, destino: 14718, peso: 1
fonte: 1497, destino: 928, peso: 1
fonte: 1504, destino: 846, peso: 1
fonte: 1524, destino: 8366, peso: 1
fonte: 1530, destino: 2129, peso: 1
fonte: 1536, destino: 13429, peso: 1
fonte: 1555, destino: 16655, peso: 1
fonte: 1559, destino: 6241, peso: 1
fonte: 1605, destino: 974, peso: 1
fonte: 1622, destino: 7105, peso: 1
fonte: 1631, destino: 532, peso: 1
fonte: 1691, destino: 18848, peso: 1
fonte: 1710, destino: 16254, peso: 1
fonte: 1724, destino: 4665, peso: 1
fonte: 1743, destino: 12264, peso: 1
fonte: 1754, destino: 8447, peso: 1
fonte: 1755, destino: 13883, peso: 1
fonte: 1774, destino: 5444, peso: 1
fonte: 1780, destino: 15410, peso: 1
fonte: 1812, destino: 12087, peso: 1
fonte: 1842, destino: 15809, peso: 1
fonte: 1846, destino: 4947, peso: 1
fonte: 1847, destino: 4898, peso: 1
fonte: 1853, destino: 14938, peso: 1
fonte: 1861, destino: 5833, peso: 1
fonte: 1863, destino: 10872, peso: 1
fonte: 1893, destino: 12993, peso: 1
fonte: 1909, destino: 7380, peso: 1
fonte: 1948, destino: 19833, peso: 1
fonte: 1964, destino: 19731, peso: 1
fonte: 1973, destino: 16214, peso: 1
fonte: 1986, destino: 7700, peso: 1
fonte: 1997, destino: 2581, peso: 1
fonte: 2028, destino: 15754, peso: 1
fonte: 2031, destino: 4745, peso: 1
fonte: 2079, destino: 3141, peso: 1
fonte: 2083, destino: 3785, peso: 1
fonte: 2105, destino: 6273, peso: 1
fonte: 2119, destino: 13472, peso: 1
fonte: 2134, destino: 4587, peso: 1
fonte: 2158, destino: 17373, peso: 1
fonte: 2163, destino: 9633, peso: 1
fonte: 2225, destino: 13011, peso: 1
fonte: 2262, destino: 13208, peso: 1
fonte: 2284, destino: 7668, peso: 1
fonte: 2289, destino: 11175, peso: 1
fonte: 2292, destino: 4733, peso: 1
fonte: 2302, destino: 79, peso: 1
fonte: 2303, destino: 18598, peso: 1
fonte: 2323, destino: 14943, peso: 1
fonte: 2333, destino: 19083, peso: 1
fonte: 2387, destino: 18555, peso: 1
fonte: 2396, destino: 829, peso: 1
fonte: 2417, destino: 5593, peso: 1
fonte: 2426, destino: 13765, peso: 1
fonte: 2482, destino: 2067, peso: 1
fonte: 2492, destino: 6613, peso: 1
fonte: 2518, destino: 19387, peso: 1
fonte: 2537, destino: 2590, peso: 1
fonte: 2552, destino: 5159, peso: 1
fonte: 2554, destino: 7953, peso: 1
fonte: 2562, destino: 16650, peso: 1
fonte: 2566, destino: 15803, peso: 1
fonte: 2591, destino: 19516, peso: 1
fonte: 2623, destino: 7422, peso: 1
fonte: 2635, destino: 18153, peso: 1
fonte: 2640, destino: 11905, peso: 1
fonte: 2642, destino: 11978, peso: 1
fonte: 2670, destino: 17649, peso: 1
fonte: 2674, destino: 5723, peso: 1
fonte: 2680, destino: 3840, peso: 1
fonte: 2683, destino: 18188, peso: 1
fonte: 2684, destino: 4666, peso: 1
fonte: 2688, destino: 2442, peso: 1
fonte: 2695, destino: 12091, peso: 1
fonte: 2700, destino: 10037, peso: 1
fonte: 2707, destino: 2841, peso: 1
fonte: 2724, destino: 4316, peso: 1
fonte: 2726, destino: 15061, peso: 1
fonte: 2744, destino: 15490, peso: 1
fonte: 2753, destino: 535, peso: 1
fonte: 2753, destino: 18212, peso: 1
fonte: 2769, destino: 2282, peso: 1
fonte: 2795, destino: 3700, peso: 1
fonte: 2806, destino: 16559, peso: 1
fonte: 2896, destino: 125, peso: 1
fonte: 2930, destino: 12865, peso: 1
fonte: 2932, destino: 112, peso: 1
fonte: 2932, destino: 13671, peso: 1
fonte: 2981, destino: 13027, peso: 1
fonte: 2996, destino: 10633, peso: 1
fonte: 3012, destino: 5820, peso: 1
fonte: 3014, destino: 11790, peso: 1
fonte: 3043, destino: 5449, peso: 1
fonte: 3057, destino: 17321, peso: 1
fonte: 3085, destino: 2350, peso: 1
fonte: 3088, destino: 16648, peso: 1
fonte: 3133, destino: 768, peso: 1
fonte: 3147, destino: 822, peso: 1
fonte: 3152, destino: 8726, peso: 1
fonte: 3161, destino: 15488, peso: 1
fonte: 3168, destino: 1342, peso: 1
fonte: 3185, destino: 18158, peso: 1
fonte: 3195, destino: 17826, peso: 1
fonte: 3203, destino: 14303, peso: 1
fonte: 3216, destino: 820, peso: 1
fonte: 3217, destino: 12038, peso: 1
fonte: 3228, destino: 3446, peso: 1
fonte: 3229, destino: 950, peso: 1
fonte: 3241, destino: 15924, peso: 1
fonte: 3243, destino: 13239, peso: 1
fonte: 3249, destino: 13218, peso: 1
fonte: 3262, destino: 16838, peso: 1
fonte: 3262, destino: 12645, peso: 1
fonte: 3268, destino: 1134, peso: 1
fonte: 3270, destino: 11002, peso: 1
fonte: 3282, destino: 15929, peso: 1
fonte: 3298, destino: 561, peso: 1
fonte: 3299, destino: 12235, peso: 1
fonte: 3344, destino: 10968, peso: 1
fonte: 3346, destino: 14358, peso: 1
fonte: 3360, destino: 13011, peso: 1
fonte: 3366, destino: 3428, peso: 1
fonte: 3381, destino: 5582, peso: 1
fonte: 3430, destino: 14778, peso: 1
fonte: 3432, destino: 6426, peso: 1
fonte: 3438, destino: 6219, peso: 1
fonte: 3471, destino: 18863, peso: 1
fonte: 3482, destino: 8993, peso: 1
fonte: 3514, destino: 9543, peso: 1
fonte: 3544, destino: 307, peso: 1
fonte: 3550, destino: 10997, peso: 1
fonte: 3569, destino: 3964, peso: 1
fonte: 3621, destino: 6780, peso: 1
fonte: 3621, destino: 17615, peso: 1
fonte: 3652, destino: 4241, peso: 1
fonte: 3661, destino: 15079, peso: 1
fonte: 3667, destino: 14249, peso: 1
fonte: 3694, destino: 7605, peso: 1
fonte: 3714, destino: 2181, peso: 1
fonte: 3729, destino: 8516, peso: 1
fonte: 3731, destino: 8678, peso: 1
fonte: 3741, destino: 19093, peso: 1
fonte: 3746, destino: 18975, peso: 1
fonte: 3760, destino: 15372, peso: 1
fonte: 3766, destino: 12490, peso: 1
fonte: 3775, destino: 11969, peso: 1
fonte: 3782, destino: 7476, peso: 1
fonte: 3828, destino: 15020, peso: 1
fonte: 3839, destino: 16121, peso: 1
fonte: 3843, destino: 13723, peso: 1
fonte: 3847, destino: 12185, peso: 1
fonte: 3851, destino: 7891, peso: 1
fonte: 3852, destino: 686, peso: 1
fonte: 3856, destino: 14622, peso: 1
fonte: 3857, destino: 17377, peso: 1
fonte: 3862, destino: 13794, peso: 1
fonte: 3871, destino: 14445, peso: 1
fonte: 3877, destino: 16105, peso: 1
fonte: 3879, destino: 13094, peso: 1
fonte: 3881, destino: 14708, peso: 1
fonte: 3904, destino: 4204, peso: 1
fonte: 3933, destino: 15314, peso: 1
fonte: 3963, destino: 9009, peso: 1
fonte: 3984, destino: 12040, peso: 1
fonte: 4010, destino: 15109, peso: 1
fonte: 4013, destino: 17042, peso: 1
fonte: 4021, destino: 3011, peso: 1
fonte: 4067, destino: 18106, peso: 1
fonte: 4072, destino: 18984, peso: 1
fonte: 4085, destino: 19201, peso: 1
fonte: 4085, destino: 1480, peso: 1
fonte: 4096, destino: 12489, peso: 1
fonte: 4127, destino: 16380, peso: 1
fonte: 4129, destino: 1084, peso: 1
fonte: 4150, destino: 2578, peso: 1
fonte: 4180, destino: 12275, peso: 1
fonte: 4218, destino: 7118, peso: 1
fonte: 4222, destino: 3766, peso: 1
fonte: 4235, destino: 14258, peso: 1
fonte: 4267, destino: 8411, peso: 1
fonte: 4269, destino: 17277, peso: 1
fonte: 4269, destino: 10772, peso: 1
fonte: 4285, destino: 9431, peso: 1
fonte: 4289, destino: 16531, peso: 1
fonte: 4310, destino: 6571, peso: 1
fonte: 4331, destino: 714, peso: 1
fonte: 4339, destino: 4226, peso: 1
fonte: 4359, destino: 12207, peso: 1
fonte: 4360, destino: 422, peso: 1
fonte: 4366, destino: 12066, peso: 1
fonte: 4390, destino: 12237, peso: 1
fonte: 4399, destino: 7794, peso: 1
fonte: 4404, destino: 17134, peso: 1
fonte: 4414, destino: 7615, peso: 1
fonte: 4415, destino: 13909, peso: 1
fonte: 4431, destino: 1961, peso: 1
fonte: 4463, destino: 4788, peso: 1
fonte: 4467, destino: 15338, peso: 1
fonte: 4485, destino: 6756, peso: 1
fonte: 4539, destino: 1417, peso: 1
fonte: 4547, destino: 5805, peso: 1
fonte: 4594, destino: 13099, peso: 1
fonte: 4595, destino: 1598, peso: 1
fonte: 4606, destino: 3125, peso: 1
fonte: 4620, destino: 18605, peso: 1
fonte: 4625, destino: 14946, peso: 1
fonte: 4673, destino: 10175, peso: 1
fonte: 4684, destino: 9424, peso: 1
fonte: 4690, destino: 4450, peso: 1
fonte: 4694, destino: 12511, peso: 1
fonte: 4752, destino: 19137, peso: 1
fonte: 4753, destino: 5946, peso: 1
fonte: 4787, destino: 3050, peso: 1
fonte: 4794, destino: 14156, peso: 1
fonte: 4799, destino: 9783, peso: 1
fonte: 4842, destino: 17261, peso: 1
fonte: 4846, destino: 7628, peso: 1
fonte: 4874, destino: 14967, peso: 1
fonte: 4902, destino: 5382, peso: 1
fonte: 4909, destino: 9206, peso: 1
fonte: 4922, destino: 8002, peso: 1
fonte: 4941, destino: 710, peso: 1
fonte: 4946, destino: 1833, peso: 1
fonte: 4959, destino: 7283, peso: 1
fonte: 4962, destino: 5230, peso: 1
fonte: 4978, destino: 4153, peso: 1
fonte: 4993, destino: 11115, peso: 1
fonte: 5042, destino: 4831, peso: 1
fonte: 5047, destino: 17796, peso: 1
fonte: 5066, destino: 927, peso: 1
fonte: 5092, destino: 3059, peso: 1
fonte: 5116, destino: 2036, peso: 1
fonte: 5118, destino: 11714, peso: 1
fonte: 5119, destino: 9172, peso: 1
fonte: 5124, destino: 18815, peso: 1
fonte: 5127, destino: 18270, peso: 1
fonte: 5137, destino: 17447, peso: 1
fonte: 5267, destino: 5950, peso: 1
fonte: 5291, destino: 10323, peso: 1
fonte: 5309, destino: 554, peso: 1
fonte: 5309, destino: 17121, peso: 1
fonte: 5311, destino: 7188, peso: 1
fonte: 5321, destino: 9695, peso: 1
fonte: 5324, destino: 1337, peso: 1
fonte: 5333, destino: 15316, peso: 1
fonte: 5347, destino: 8911, peso: 1
fonte: 5373, destino: 13918, peso: 1
fonte: 5400, destino: 19841, peso: 1
fonte: 5426, destino: 4223, peso: 1
fonte: 5435, destino: 3476, peso: 1
fonte: 5446, destino: 3330, peso: 1
fonte: 5465, destino: 19958, peso: 1
fonte: 5486, destino: 2199, peso: 1
fonte: 5487, destino: 15654, peso: 1
fonte: 5494, destino: 11105, peso: 1
fonte: 5510, destino: 15671, peso: 1
fonte: 5518, destino: 5961, peso: 1
fonte: 5527, destino: 5117, peso: 1
fonte: 5528, destino: 8840, peso: 1
fonte: 5528, destino: 2796, peso: 1
fonte: 5550, destino: 19568, peso: 1
fonte: 5559, destino: 17322, peso: 1
fonte: 5567, destino: 9996, peso: 1
fonte: 5571, destino: 9037, peso: 1
fonte: 5617, destino: 3927, peso: 1
fonte: 5632, destino: 7761, peso: 1
fonte: 5646, destino: 12663, peso: 1
fonte: 5652, destino: 16361, peso: 1
fonte: 5665, destino: 10901, peso: 1
fonte: 5694, destino: 3751, peso: 1
fonte: 5699, destino: 17097, peso: 1
fonte: 5710, destino: 12133, peso: 1
fonte: 5736, destino: 7359, peso: 1
fonte: 5743, destino: 17115, peso: 1
fonte: 5762, destino: 9452, peso: 1
fonte: 5772, destino: 3554, peso: 1
fonte: 5807, destino: 2767, peso: 1
fonte: 5844, destino: 9771, peso: 1
fonte: 5850, destino: 13565, peso: 1
fonte: 5865, destino: 11660, peso: 1
fonte: 5870, destino: 6264, peso: 1
fonte: 5873, destino: 11311, peso: 1
fonte: 5874, destino: 16107, peso: 1
fonte: 5895, destino: 15792, peso: 1
fonte: 5897, destino: 8123, peso: 1
fonte: 5926, destino: 727, peso: 1
fonte: 5950, destino: 3874, peso: 1
fonte: 5965, destino: 13156, peso: 1
fonte: 5982, destino: 2179, peso: 1
fonte: 6008, destino: 3708, peso: 1
fonte: 6034, destino: 15522, peso: 1
fonte: 6035, destino: 5187, peso: 1
fonte: 6052, destino: 1937, peso: 1
fonte: 6056, destino: 11775, peso: 1
fonte: 6084, destino: 3004, peso: 1
fonte: 6089, destino: 8817, peso: 1
fonte: 6100, destino: 11387, peso: 1
fonte: 6101, destino: 208, peso: 1
fonte: 6105, destino: 2617, peso: 1
fonte: 6111, destino: 11292, peso: 1
fonte: 6116, destino: 11533, peso: 1
fonte: 6122, destino: 1642, peso: 1
fonte: 6154, destino: 3837, peso: 1
fonte: 6156, destino: 1691, peso: 1
fonte: 6171, destino: 6480, peso: 1
fonte: 6177, destino: 10106, peso: 1
fonte: 6182, destino: 18132, peso: 1
fonte: 6191, destino: 4431, peso: 1
fonte: 6209, destino: 5801, peso: 1
fonte: 6229, destino: 433, peso: 1
fonte: 6230, destino: 13184, peso: 1
fonte: 6240, destino: 857, peso: 1
fonte: 6241, destino: 13048, peso: 1
fonte: 6244, destino: 9742, peso: 1
fonte: 6269, destino: 8893, peso: 1
fonte: 6279, destino: 9499, peso: 1
fonte: 6338, destino: 19129, peso: 1
fonte: 6386, destino: 3440, peso: 1
fonte: 6389, destino: 10211, peso: 1
fonte: 6412, destino: 154, peso: 1
fonte: 6413, destino: 4820, peso: 1
fonte: 6429, destino: 16747, peso: 1
fonte: 6438, destino: 724, peso: 1
fonte: 6450, destino: 958, peso: 1
fonte: 6451, destino: 8957, peso: 1
fonte: 6471, destino: 14977, peso: 1
fonte: 6474, destino: 1979, peso: 1
fonte: 6539, destino: 2979, peso: 1
fonte: 6549, destino: 13575, peso: 1
fonte: 6582, destino: 8867, peso: 1
fonte: 6640, destino: 19842, peso: 1
fonte: 6662, destino: 8220, peso: 1
fonte: 6669, destino: 625, peso: 1
fonte: 6676, destino: 5026, peso: 1
fonte: 6711, destino: 4204, peso: 1
fonte: 6724, destino: 14706, peso: 1
fonte: 6738, destino: 5614, peso: 1
fonte: 6741, destino: 10024, peso: 1
fonte: 6792, destino: 7287, peso: 1
fonte: 6810, destino: 7058, peso: 1
fonte: 6814, destino: 11032, peso: 1
fonte: 6851, destino: 8075, peso: 1
fonte: 6865, destino: 8812, peso: 1
fonte: 6880, destino: 8939, peso: 1
fonte: 6886, destino: 8098, peso: 1
fonte: 6899, destino: 14060, peso: 1
fonte: 6900, destino: 781, peso: 1
fonte: 6910, destino: 1826, peso: 1
fonte: 6932, destino: 3055, peso: 1
fonte: 6946, destino: 10633, peso: 1
fonte: 6964, destino: 15487, peso: 1
fonte: 6980, destino: 19089, peso: 1
fonte: 6983, destino: 10283, peso: 1
fonte: 6986, destino: 19713, peso: 1
fonte: 7028, destino: 7590, peso: 1
fonte: 7032, destino: 12688, peso: 1
fonte: 7065, destino: 7180, peso: 1
fonte: 7102, destino: 13351, peso: 1
fonte: 7133, destino: 12403, peso: 1
fonte: 7141, destino: 11664, peso: 1
fonte: 7143, destino: 2627, peso: 1
fonte: 7154, destino: 2998, peso: 1
fonte: 7159, destino: 1737, peso: 1
fonte: 7168, destino: 16788, peso: 1
fonte: 7206, destino: 16558, peso: 1
fonte: 7216, destino: 19132, peso: 1
fonte: 7221, destino: 5951, peso: 1
fonte: 7244, destino: 14132, peso: 1
fonte: 7247, destino: 18090, peso: 1
fonte: 7269, destino: 14674, peso: 1
fonte: 7270, destino: 4097, peso: 1
fonte: 7278, destino: 6189, peso: 1
fonte: 7305, destino: 9347, peso: 1
fonte: 7341, destino: 10830, peso: 1
fonte: 7344, destino: 17978, peso: 1
fonte: 7355, destino: 17565, peso: 1
fonte: 7359, destino: 19553, peso: 1
fonte: 7385, destino: 8243, peso: 1
fonte: 7386, destino: 14502, peso: 1
fonte: 7395, destino: 17912, peso: 1
fonte: 7399, destino: 14137, peso: 1
fonte: 7407, destino: 9917, peso: 1
fonte: 7432, destino: 13598, peso: 1
fonte: 7449, destino: 204, peso: 1
fonte: 7456, destino: 8274, peso: 1
fonte: 7533, destino: 8483, peso: 1
fonte: 7546, destino: 18098, peso: 1
fonte: 7570, destino: 10028, peso: 1
fonte: 7611, destino: 7294, peso: 1
fonte: 7638, destino: 15862, peso: 1
fonte: 7696, destino: 4334, peso: 1
fonte: 7727, destino: 4090, peso: 1
fonte: 7744, destino: 18739, peso: 1
fonte: 7749, destino: 5227, peso: 1
fonte: 7774, destino: 10325, peso: 1
fonte: 7781, destino: 15193, peso: 1
fonte: 7817, destino: 17303, peso: 1
fonte: 7832, destino: 17622, peso: 1
fonte: 7833, destino: 7111, peso: 1
fonte: 7867, destino: 16651, peso: 1
fonte: 7879, destino: 8635, peso: 1
fonte: 7883, destino: 12555, peso: 1
fonte: 7898, destino: 1617, peso: 1
fonte: 7900, destino: 14498, peso: 1
fonte: 7921, destino: 11311, peso: 1
fonte: 7924, destino: 12900, peso: 1
fonte: 7930, destino: 178, peso: 1
fonte: 7943, destino: 5812, peso: 1
fonte: 7943, destino: 9140, peso: 1
fonte: 7957, destino: 6177, peso: 1
fonte: 7960, destino: 17126, peso: 1
fonte: 7965, destino: 12205, peso: 1
fonte: 7971, destino: 17905, peso: 1
fonte: 7992, destino: 7605, peso: 1
fonte: 8003, destino: 4182, peso: 1
fonte: 8023, destino: 8338, peso: 1
fonte: 8023, destino: 14073, peso: 1
fonte: 8026, destino: 3759, peso: 1
fonte: 8047, destino: 6633, peso: 1
fonte: 8053, destino: 3753, peso: 1
fonte: 8064, destino: 4266, peso: 1
fonte: 8116, destino: 19098, peso: 1
fonte: 8116, destino: 9869, peso: 1
fonte: 8129, destino: 3020, peso: 1
fonte: 8136, destino: 1566, peso: 1
fonte: 8158, destino: 6349, peso: 1
fonte: 8162, destino: 17066, peso: 1
fonte: 8184, destino: 16409, peso: 1
fonte: 8203, destino: 17352, peso: 1
fonte: 8240, destino: 19065, peso: 1
fonte: 8241, destino: 6282, peso: 1
fonte: 8264, destino: 733, peso: 1
fonte: 8265, destino: 9964, peso: 1
fonte: 8284, destino: 17548, peso: 1
fonte: 8320, destino: 9939, peso: 1
fonte: 8329, destino: 10149, peso: 1
fonte: 8371, destino: 17458, peso: 1
fonte: 8404, destino: 8591, peso: 1
fonte: 8437, destino: 18963, peso: 1
fonte: 8439, destino: 15073, peso: 1
fonte: 8459, destino: 17647, peso: 1
fonte: 8466, destino: 4744, peso: 1
fonte: 8498, destino: 15513, peso: 1
fonte: 8538, destino: 16237, peso: 1
fonte: 8627, destino: 9336, peso: 1
fonte: 8631, destino: 1089, peso: 1
fonte: 8647, destino: 8228, peso: 1
fonte: 8679, destino: 5953, peso: 1
fonte: 8682, destino: 12006, peso: 1
fonte: 8731, destino: 9751, peso: 1
fonte: 8739, destino: 11576, peso: 1
fonte: 8741, destino: 16025, peso: 1
fonte: 8747, destino: 19442, peso: 1
fonte: 8774, destino: 14335, peso: 1
fonte: 8776, destino: 17183, peso: 1
fonte: 8779, destino: 798, peso: 1
fonte: 8797, destino: 15188, peso: 1
fonte: 8801, destino: 12536, peso: 1
fonte: 8818, destino: 4571, peso: 1
fonte: 8826, destino: 10928, peso: 1
fonte: 8838, destino: 10599, peso: 1
fonte: 8860, destino: 16130, peso: 1
fonte: 8876, destino: 6633, peso: 1
fonte: 8920, destino: 18953, peso: 1
fonte: 8933, destino: 6798, peso: 1
fonte: 8949, destino: 2392, peso: 1
fonte: 8951, destino: 6205, peso: 1
fonte: 8967, destino: 2091, peso: 1
fonte: 8982, destino: 4882, peso: 1
fonte: 8988, destino: 9655, peso: 1
fonte: 8995, destino: 16481, peso: 1
fonte: 9004, destino: 5953, peso: 1
fonte: 9013, destino: 15820, peso: 1
fonte: 9047, destino: 6786, peso: 1
fonte: 9059, destino: 4794, peso: 1
fonte: 9063, destino: 2497, peso: 1
fonte: 9072, destino: 10990, peso: 1
fonte: 9085, destino: 13106, peso: 1
fonte: 9095, destino: 6828, peso: 1
fonte: 9100, destino: 15554, peso: 1
fonte: 9119, destino: 1664, peso: 1
fonte: 9136, destino: 126, peso: 1
fonte: 9142, destino: 16832, peso: 1
fonte: 9147, destino: 2211, peso: 1
fonte: 9162, destino: 3169, peso: 1
fonte: 9173, destino: 8807, peso: 1
fonte: 9184, destino: 12563, peso: 1
fonte: 9194, destino: 4430, peso: 1
fonte: 9203, destino: 3403, peso: 1
fonte: 9219, destino: 18471, peso: 1
fonte: 9293, destino: 14124, peso: 1
fonte: 9314, destino: 10831, peso: 1
fonte: 9315, destino: 13800, peso: 1
fonte: 9318, destino: 5269, peso: 1
fonte: 9321, destino: 13117, peso: 1
fonte: 9331, destino: 1856, peso: 1
fonte: 9348, destino: 4507, peso: 1
fonte: 9372, destino: 19102, peso: 1
fonte: 9373, destino: 6863, peso: 1
fonte: 9411, destino: 1664, peso: 1
fonte: 9439, destino: 19327, peso: 1
fonte: 9447, destino: 1146, peso: 1
fonte: 9469, destino: 6141, peso: 1
fonte: 9504, destino: 4135, peso: 1
fonte: 9530, destino: 8622, peso: 1
fonte: 9571, destino: 8429, peso: 1
fonte: 9579, destino: 7118, peso: 1
fonte: 9618, destino: 99, peso: 1
fonte: 9643, destino: 19429, peso: 1
fonte: 9659, destino: 10104, peso: 1
fonte: 9669, destino: 17888, peso: 1
fonte: 9710, destino: 11089, peso: 1
fonte: 9712, destino: 14941, peso: 1
fonte: 9778, destino: 2437, peso: 1
fonte: 9787, destino: 7205, peso: 1
fonte: 9791, destino: 14845, peso: 1
fonte: 9796, destino: 9430, peso: 1
fonte: 9799, destino: 7069, peso: 1
fonte: 9821, destino: 4243, peso: 1
fonte: 9822, destino: 9640, peso: 1
fonte: 9831, destino: 10965, peso: 1
fonte: 9835, destino: 534, peso: 1
fonte: 9875, destino: 4489, peso: 1
fonte: 9894, destino: 1573, peso: 1
fonte: 9905, destino: 624, peso: 1
fonte: 9909, destino: 8006, peso: 1
fonte: 9924, destino: 4090, peso: 1
fonte: 9928, destino: 9052, peso: 1
fonte: 9951, destino: 17045, peso: 1
fonte: 9953, destino: 12934, peso: 1
fonte: 9953, destino: 16234, peso: 1
fonte: 9954, destino: 4334, peso: 1
fonte: 9971, destino: 15061, peso: 1
fonte: 10049, destino: 15294, peso: 1
fonte: 10067, destino: 10079, peso: 1
fonte: 10072, destino: 15494, peso: 1
fonte: 10080, destino: 17746, peso: 1
fonte: 10080, destino: 16063, peso: 1
fonte: 10081, destino: 2669, peso: 1
fonte: 10096, destino: 5894, peso: 1
fonte: 10098, destino: 16012, peso: 1
fonte: 10103, destino: 18905, peso: 1
fonte: 10108, destino: 19647, peso: 1
fonte: 10111, destino: 637, peso: 1
fonte: 10120, destino: 9622, peso: 1
fonte: 10123, destino: 10862, peso: 1
fonte: 10127, destino: 16499, peso: 1
fonte: 10132, destino: 19546, peso: 1
fonte: 10134, destino: 10583, peso: 1
fonte: 10143, destino: 14268, peso: 1
fonte: 10179, destino: 1207, peso: 1
fonte: 10195, destino: 13108, peso: 1
fonte: 10214, destino: 19563, peso: 1
fonte: 10230, destino: 8338, peso: 1
fonte: 10245, destino: 8464, peso: 1
fonte: 10268, destino: 10013, peso: 1
fonte: 10281, destino: 3128, peso: 1
fonte: 10289, destino: 16442, peso: 1
fonte: 10296, destino: 9978, peso: 1
fonte: 10350, destino: 3219, peso: 1
fonte: 10355, destino: 5740, peso: 1
fonte: 10370, destino: 5662, peso: 1
fonte: 10414, destino: 13727, peso: 1
fonte: 10431, destino: 11096, peso: 1
fonte: 10459, destino: 2324, peso: 1
fonte: 10467, destino: 5488, peso: 1
fonte: 10474, destino: 5314, peso: 1
fonte: 10498, destino: 9515, peso: 1
fonte: 10501, destino: 4157, peso: 1
fonte: 10507, destino: 12599, peso: 1
