fonte: 2, destino: 37649, peso: 1
fonte: 2348, destino: 24124, peso: 1
fonte: 2352, destino: 8801, peso: 1
fonte: 2354, destino: 46021, peso: 1
fonte: 2361, destino: 87675, peso: 1
fonte: 2368, destino: 55537, peso: 1
fonte: 2370, destino: 85096, peso: 1
fonte: 2378, destino: 3338, peso: 1
fonte: 2379, destino: 6586, peso: 1
fonte: 2382, destino: 61805, peso: 1
fonte: 2385, destino: 99294, peso: 1
fonte: 2386, destino: 52461, peso: 1
fonte: 2389, destino: 52438, peso: 1
fonte: 2389, destino: 626, peso: 1
fonte: 2392, destino: 65214, peso: 1
fonte: 2404, destino: 90459, peso: 1
fonte: 2419, destino: 8575, peso: 1
fonte: 2420, destino: 32352, peso: 1
fonte: 2421, destino: 53196, peso: 1
fonte: 2422, destino: 7344, peso: 1
fonte: 2424, destino: 91724, peso: 1
fonte: 2428, destino: 22316, peso: 1
fonte: 2430, destino: 74642, peso: 1
fonte: 2437, destino: 45371, peso: 1
fonte: 2438, destino: 48125, peso: 1
fonte: 2440, destino: 19882, peso: 1
fonte: 2451, destino: 9678, peso: 1
fonte: 2458, destino: 34182, peso: 1
fonte: 2458, destino: 80137, peso: 1
fonte: 2459, destino: 99159, peso: 1
fonte: 2462, destino: 96136, peso: 1
fonte: 2471, destino: 99929, peso: 1
fonte: 2473, destino: 17184, peso: 1
fonte: 2480, destino: 10191, peso: 1
fonte: 2482, destino: 57017, peso: 1
fonte: 2482, destino: 88130, peso: 1
fonte: 2491, destino: 63039, peso: 1
fonte: 2491, destino: 14911, peso: 1
fonte: 2497, destino: 86967, peso: 1
fonte: 2500, destino: 4340, peso: 1
fonte: 2503, destino: 74676, peso: 1
fonte: 2512, destino: 13297, peso: 1
fonte: 2515, destino: 31675, peso: 1
fonte: 2526, destino: 88407, peso: 1
fonte: 2527, destino: 13909, peso: 1
fonte: 2531, destino: 41745, peso: 1
fonte: 2535, destino: 31339, peso: 1
fonte: 2543, destino: 49786, peso: 1
fonte: 2546, destino: 69439, peso: 1
fonte: 2548, destino: 8418, peso: 1
fonte: 2548, destino: 58875, peso: 1
fonte: 2556, destino: 77650, peso: 1
fonte: 2556, destino: 95798, peso: 1
fonte: 2562, destino: 71738, peso: 1
fonte: 2567, destino: 67209, peso: 1
fonte: 2568, destino: 8471, peso: 1
fonte: 2568, destino: 10529, peso: 1
fonte: 2569, destino: 15465, peso: 1
fonte: 2570, destino: 24217, peso: 1
fonte: 2575, destino: 32746, peso: 1
fonte: 2582, destino: 89852, peso: 1
fonte: 2587, destino: 7213, peso: 1
fonte: 2596, destino: 12753, peso: 1
fonte: 2601, destino: 28415, peso: 1
fonte: 2607, destino: 26247, peso: 1
fonte: 2619, destino: 40837, peso: 1
fonte: 2622, destino: 78675, peso: 1
fonte: 2634, destino: 18950, peso: 1
fonte: 2637, destino: 18621, peso: 1
fonte: 2639, destino: 76235, peso: 1
fonte: 2641, destino: 51712, peso: 1
fonte: 2645, destino: 27714, peso: 1
fonte: 2659, destino: 31316, peso: 1
fonte: 2659, destino: 86652, peso: 1
fonte: 2663, destino: 77387, peso: 1
fonte: 2666, destino: 25771, peso: 1
fonte: 2677, destino: 3635, peso: 1
fonte: 2679, destino: 56877, peso: 1
fonte: 2680, destino: 11012, peso: 1
fonte: 2682, destino: 93105, peso: 1
fonte: 2689, destino: 57931, peso: 1
fonte: 2691, destino: 49495, peso: 1
fonte: 2693, destino: 71782, peso: 1
fonte: 2713, destino: 36865, peso: 1
fonte: 2713, destino: 61882, peso: 1
fonte: 2716, destino: 46284, peso: 1
fonte: 2717, destino: 23213, peso: 1
fonte: 2728, destino: 42097, peso: 1
fonte: 2733, destino: 73618, peso: 1
fonte: 2737, destino: 51468, peso: 1
fonte: 2740, destino: 61024, peso: 1
fonte: 2752, destino: 88883, peso: 1
fonte: 2753, destino: 4420, peso: 1
fonte: 2757, destino: 65379, peso: 1
fonte: 2760, destino: 46208, peso: 1
fonte: 2762, destino: 10715, peso: 1
fonte: 2764, destino: 22379, peso: 1
fonte: 2766, destino: 92108, peso: 1
fonte: 2770, destino: 2432, peso: 1
fonte: 2770, destino: 77903, peso: 1
fonte: 2782, destino: 97065, peso: 1
fonte: 2784, destino: 22299, peso: 1
fonte: 2785, destino: 65043, peso: 1
fonte: 2788, destino: 49738, peso: 1
fonte: 2789, destino: 73435, peso: 1
fonte: 2797, destino: 76368, peso: 1
fonte: 2798, destino: 43443, peso: 1
fonte: 2799, destino: 1311, peso: 1
fonte: 2806, destino: 89065, peso: 1
fonte: 2819, destino: 5980, peso: 1
fonte: 2820, destino: 88664, peso: 1
fonte: 2827, destino: 32327, peso: 1
fonte: 2828, destino: 76350, peso: 1
fonte: 2836, destino: 40107, peso: 1
fonte: 2845, destino: 10717, peso: 1
fonte: 2853, destino: 55891, peso: 1
fonte: 2857, destino: 76428, peso: 1
fonte: 2862, destino: 22093, peso: 1
fonte: 2862, destino: 9695, peso: 1
fonte: 2868, destino: 100001, peso: 1
fonte: 2870, destino: 67411, peso: 1
fonte: 2873, destino: 28643, peso: 1
fonte: 2881, destino: 90767, peso: 1
fonte: 2881, destino: 1416, peso: 1
fonte: 2882, destino: 53449, peso: 1
